Order_Number,Order_Date,Ship_Date,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Selling_Price,Unit_Cost
SO - 0002193,1/10/2022,1/20/2022,50,Distributor,USD,GUT930,2,7,12,1735.3,850.297
SO - 0001204,1/11/2022,1/28/2022,15,Wholesale,NZD,GUT930,58,5,5,4020,2130.6
SO - 0001228,1/11/2022,1/25/2022,35,Distributor,USD,GUT930,8,1,10,690.1,441.664
SO - 0001533,1/11/2022,1/18/2022,50,Wholesale,NZD,GUT930,23,1,8,6298,4534.56
SO - 0002339,1/11/2022,1/28/2022,14,Wholesale,USD,GUT930,29,10,10,3879.3,2831.889
SO - 0004561,1/11/2022,1/26/2022,27,Distributor,NZD,GUT930,30,7,11,5313.1,2550.288
SO - 0005447,1/11/2022,1/27/2022,47,Distributor,NZD,GUT930,60,7,12,1969.8,1615.236
SO - 0006372,1/11/2022,1/23/2022,31,Wholesale,NZD,GUT930,92,6,10,1279.7,652.647
SO - 0001227,1/12/2022,1/30/2022,50,Wholesale,GBP,GUT930,72,5,11,824.1,395.568
SO - 0003865,1/12/2022,1/26/2022,43,Distributor,NZD,GUT930,75,1,10,911.2,728.96
SO - 0005804,1/12/2022,1/25/2022,43,Wholesale,NZD,GUT930,29,11,6,2646.5,1243.855
SO - 0006140,1/12/2022,1/22/2022,38,Wholesale,EUR,GUT930,96,1,8,2237.8,1253.168
SO - 0002439,1/13/2022,1/19/2022,33,Distributor,USD,GUT930,50,5,8,1775.5,1047.545
SO - 0003212,1/13/2022,1/25/2022,50,Wholesale,NZD,GUT930,93,2,6,227.8,109.344
SO - 0003788,1/13/2022,1/29/2022,40,Wholesale,NZD,GUT930,49,5,12,5480.6,3946.032
SO - 0006846,1/13/2022,1/25/2022,9,Wholesale,NZD,GUT930,40,7,11,1085.4,770.634
SO - 0007646,1/13/2022,1/27/2022,12,Distributor,NZD,GUT930,34,4,7,3886,2914.5
SO - 0002111,1/14/2022,1/26/2022,48,Wholesale,AUD,GUT930,24,6,7,1842.5,1197.625
SO - 0003417,1/14/2022,1/18/2022,44,Export,NZD,GUT930,31,11,9,998.3,798.64
SO - 0004903,1/14/2022,1/22/2022,6,Export,GBP,GUT930,98,11,8,1098.8,791.136
SO - 0007338,1/14/2022,1/20/2022,36,Distributor,USD,GUT930,76,12,11,1125.6,506.52
SO - 0007947,1/14/2022,1/22/2022,28,Distributor,USD,GUT930,70,5,5,221.1,110.55
SO - 0005215,1/15/2022,1/22/2022,37,Export,USD,GUT930,98,1,7,2706.8,1569.944
SO - 0006205,1/15/2022,1/29/2022,17,Export,EUR,GUT930,5,9,6,3845.8,2961.266
SO - 0006985,1/15/2022,1/30/2022,41,Distributor,USD,GUT930,59,5,8,1862.6,745.04
SO - 000393,1/16/2022,1/20/2022,26,Distributor,NZD,GUT930,41,13,10,1118.9,895.12
SO - 000508,1/16/2022,1/29/2022,13,Wholesale,NZD,GUT930,53,11,8,2257.9,1264.424
SO - 000563,1/16/2022,2/3/2022,30,Wholesale,AUD,GUT930,56,2,9,3825.7,2563.219
SO - 000970,1/16/2022,1/25/2022,39,Export,AUD,GUT930,71,13,10,783.9,556.569
SO - 0001397,1/16/2022,2/1/2022,35,Distributor,NZD,GUT930,24,2,5,2338.3,1800.491
SO - 0001447,1/16/2022,2/3/2022,39,Wholesale,GBP,GUT930,69,5,10,3932.9,1612.489
SO - 0001988,1/16/2022,1/30/2022,49,Wholesale,USD,GUT930,48,1,9,1226.1,944.097
SO - 0004362,1/16/2022,1/29/2022,39,Distributor,NZD,GUT930,13,7,12,1112.2,734.052
SO - 0005343,1/16/2022,2/1/2022,12,Distributor,NZD,GUT930,77,8,5,2619.7,1152.668
SO - 0006711,1/16/2022,1/23/2022,33,Export,NZD,GUT930,95,13,8,3886,2331.6
SO - 000682,1/17/2022,1/25/2022,18,Distributor,NZD,GUT930,27,14,8,2405.3,1683.71
SO - 000860,1/17/2022,1/21/2022,29,Distributor,NZD,GUT930,18,4,10,3189.2,2264.332
SO - 0002293,1/17/2022,1/26/2022,36,Wholesale,USD,GUT930,55,9,12,241.2,166.428
SO - 0003484,1/17/2022,1/25/2022,27,Distributor,AUD,GUT930,7,11,9,3061.9,1745.283
SO - 0003945,1/17/2022,1/28/2022,35,Export,NZD,GUT930,81,13,9,1132.3,611.442
SO - 0004131,1/17/2022,1/22/2022,50,Wholesale,EUR,GUT930,9,5,9,1085.4,868.32
SO - 0005304,1/17/2022,1/23/2022,27,Wholesale,USD,GUT930,47,8,11,911.2,419.152
SO - 0006039,1/17/2022,1/23/2022,25,Wholesale,AUD,GUT930,63,10,7,3343.3,2407.176
SO - 0006922,1/17/2022,1/31/2022,9,Wholesale,USD,GUT930,43,7,8,261.3,112.359
SO - 0007354,1/17/2022,1/27/2022,37,Distributor,NZD,GUT930,70,2,6,3845.8,2845.892
SO - 000137,1/18/2022,1/24/2022,46,Wholesale,USD,GUT930,55,11,7,261.3,120.198
SO - 000182,1/18/2022,1/26/2022,34,Wholesale,USD,GUT930,93,11,5,167.5,90.45
SO - 000560,1/18/2022,2/5/2022,21,Distributor,NZD,GUT930,21,9,8,2425.4,1042.922
SO - 0001232,1/18/2022,1/30/2022,8,Wholesale,NZD,GUT930,53,14,5,2586.2,1396.548
SO - 0002312,1/18/2022,1/21/2022,15,Wholesale,USD,GUT930,80,7,7,6224.3,3859.066
SO - 0004164,1/18/2022,1/25/2022,25,Distributor,USD,GUT930,19,7,9,5896,4539.92
SO - 0004961,1/18/2022,2/5/2022,2,Distributor,NZD,GUT930,62,6,10,6070.2,4127.736
SO - 0005695,1/18/2022,2/2/2022,15,Wholesale,USD,GUT930,100,3,10,5406.9,4055.175
SO - 000303,1/19/2022,1/22/2022,38,Wholesale,AUD,GUT930,52,5,6,1098.8,857.064
SO - 0001875,1/19/2022,2/2/2022,48,Wholesale,USD,GUT930,87,2,10,3825.7,2333.677
SO - 0004895,1/19/2022,1/25/2022,9,Wholesale,GBP,GUT930,31,13,7,5855.8,4216.176
SO - 0005065,1/19/2022,1/30/2022,23,Distributor,EUR,GUT930,98,1,5,1681.7,1294.909
SO - 0005637,1/19/2022,2/3/2022,43,Wholesale,AUD,GUT930,68,2,7,1065.3,767.016
SO - 0006390,1/19/2022,2/1/2022,48,Distributor,AUD,GUT930,35,2,11,5159,2321.55
SO - 0006996,1/19/2022,2/5/2022,11,Wholesale,USD,GUT930,20,3,9,180.9,103.113
SO - 000363,1/20/2022,1/30/2022,7,Wholesale,EUR,GUT930,53,1,10,2385.2,1454.972
SO - 000416,1/20/2022,2/7/2022,30,Wholesale,AUD,GUT930,66,4,10,998.3,449.235
SO - 0005660,1/20/2022,2/7/2022,11,Wholesale,USD,GUT930,83,1,5,3852.5,2080.35
SO - 0005844,1/20/2022,1/30/2022,39,Distributor,USD,GUT930,79,5,10,2211,1127.61
SO - 0006451,1/20/2022,1/25/2022,8,Wholesale,USD,GUT930,92,11,11,6076.9,4618.444
SO - 0006834,1/20/2022,1/31/2022,50,Wholesale,NZD,GUT930,18,7,8,3859.2,2431.296
SO - 0007084,1/20/2022,1/23/2022,4,Distributor,USD,GUT930,42,14,9,2499.1,1599.424
SO - 0003432,1/21/2022,2/2/2022,37,Distributor,AUD,GUT930,79,7,12,710.2,568.16
SO - 0004914,1/21/2022,1/25/2022,3,Wholesale,NZD,GUT930,91,7,11,3872.6,3059.354
SO - 0005585,1/21/2022,1/27/2022,49,Wholesale,EUR,GUT930,54,7,8,3912.8,1565.12
SO - 0005719,1/21/2022,1/26/2022,38,Distributor,EUR,GUT930,58,2,6,2231.1,1740.258
SO - 0006832,1/21/2022,2/3/2022,10,Wholesale,NZD,GUT930,86,5,12,3912.8,2856.344
SO - 0001509,1/22/2022,1/30/2022,37,Wholesale,GBP,GUT930,27,1,7,2412,1423.08
SO - 0002061,1/22/2022,1/26/2022,35,Wholesale,USD,GUT930,2,7,6,3075.3,1998.945
SO - 0003249,1/22/2022,2/4/2022,42,Wholesale,NZD,GUT930,75,1,11,2365.1,993.342
SO - 0003515,1/22/2022,2/4/2022,30,Distributor,NZD,GUT930,77,3,8,1956.4,782.56
SO - 0003766,1/22/2022,2/2/2022,32,Distributor,GBP,GUT930,50,7,9,3825.7,3213.588
SO - 0004090,1/22/2022,2/8/2022,27,Distributor,AUD,GUT930,63,2,11,3376.8,1553.328
SO - 0004636,1/22/2022,1/26/2022,23,Wholesale,GBP,GUT930,23,11,7,3182.5,1782.2
SO - 0004658,1/22/2022,1/27/2022,48,Wholesale,NZD,GUT930,70,1,7,2278,1116.22
SO - 0004952,1/22/2022,1/26/2022,4,Wholesale,USD,GUT930,92,11,10,1929.6,1254.24
SO - 0005816,1/22/2022,2/1/2022,32,Distributor,USD,GUT930,4,12,10,1989.9,895.455
SO - 0006995,1/22/2022,2/8/2022,49,Wholesale,AUD,GUT930,30,5,9,1105.5,895.455
SO - 000608,1/23/2022,2/9/2022,48,Wholesale,AUD,GUT930,80,4,12,1025.1,686.817
SO - 0001278,1/23/2022,1/31/2022,11,Distributor,USD,GUT930,85,13,8,241.2,200.196
SO - 0003760,1/23/2022,2/6/2022,3,Wholesale,EUR,GUT930,78,8,6,1199.3,575.664
SO - 0003875,1/23/2022,2/2/2022,41,Distributor,GBP,GUT930,69,7,8,2613,1907.49
SO - 0004798,1/23/2022,1/28/2022,14,Wholesale,NZD,GUT930,4,2,10,3999.9,2599.935
SO - 0007739,1/23/2022,1/29/2022,24,Wholesale,NZD,GUT930,20,11,6,857.6,445.952
SO - 000396,1/24/2022,1/29/2022,13,Distributor,USD,NXH382,73,2,11,1728.6,1140.876
SO - 0005024,1/24/2022,1/30/2022,24,Distributor,USD,NXH382,10,7,10,951.4,675.494
SO - 0006157,1/24/2022,1/30/2022,19,Distributor,USD,GUT930,29,2,12,5695,2847.5
SO - 0006980,1/24/2022,2/5/2022,43,Wholesale,GBP,GUT930,20,10,9,6016.6,3429.462
SO - 0007374,1/24/2022,1/30/2022,3,Wholesale,NZD,NXH382,75,7,10,1882.7,1110.793
SO - 000797,1/25/2022,2/5/2022,20,Wholesale,AUD,NXH382,22,5,5,2231.1,1874.124
SO - 0001241,1/25/2022,1/29/2022,11,Wholesale,NZD,NXH382,63,6,5,1005,783.9
SO - 0001972,1/25/2022,2/6/2022,43,Export,USD,NXH382,41,5,7,2304.8,1613.36
SO - 0002384,1/25/2022,2/4/2022,17,Wholesale,NZD,NXH382,72,5,8,1165.8,967.614
SO - 0003209,1/25/2022,2/5/2022,21,Export,NZD,NXH382,76,7,9,3410.3,2319.004
SO - 0003840,1/25/2022,2/7/2022,22,Distributor,EUR,NXH382,93,7,12,5929.5,3557.7
SO - 0004191,1/25/2022,2/9/2022,40,Wholesale,AUD,NXH382,1,14,12,1005,703.5
SO - 0006530,1/25/2022,2/7/2022,3,Export,USD,NXH382,68,7,8,2244.5,1728.265
SO - 0007353,1/25/2022,2/5/2022,19,Export,AUD,NXH382,90,7,11,5092,4226.36
SO - 000793,1/26/2022,2/4/2022,15,Wholesale,NZD,NXH382,70,1,7,2552.7,1327.404
SO - 000907,1/26/2022,2/4/2022,28,Wholesale,USD,NXH382,29,2,6,2365.1,1986.684
SO - 0001683,1/26/2022,2/3/2022,22,Wholesale,NZD,NXH382,29,1,8,3926.2,2630.554
SO - 0003007,1/26/2022,2/8/2022,13,Distributor,AUD,NXH382,95,4,9,2673.3,1096.053
SO - 0004832,1/26/2022,2/7/2022,43,Export,EUR,NXH382,16,5,8,4006.6,3325.478
SO - 0007609,1/26/2022,2/6/2022,41,Wholesale,USD,NXH382,43,7,9,1132.3,622.765
SO - 0007679,1/26/2022,2/12/2022,50,Export,AUD,NXH382,58,9,11,5400.2,2322.086
SO - 0007747,1/26/2022,2/2/2022,21,Distributor,NZD,NXH382,16,11,9,2432.1,1167.408
SO - 0007940,1/26/2022,2/4/2022,16,Wholesale,NZD,NXH382,54,11,9,3839.1,2956.107
SO - 000454,1/27/2022,2/12/2022,8,Export,NZD,NXH382,53,5,8,1112.2,856.394
SO - 0004560,1/27/2022,1/30/2022,22,Wholesale,EUR,NXH382,85,7,6,2479,2032.78
SO - 0005588,1/27/2022,2/11/2022,49,Wholesale,USD,NXH382,94,7,11,1762.1,933.913
SO - 000236,1/28/2022,2/11/2022,11,Export,EUR,NXH382,69,7,11,3999.9,2359.941
SO - 0002473,1/28/2022,2/5/2022,5,Distributor,GBP,NXH382,83,5,8,2398.6,1918.88
SO - 0003168,1/28/2022,2/2/2022,21,Wholesale,USD,NXH382,89,12,10,6123.8,2816.948
SO - 0004227,1/28/2022,2/9/2022,12,Wholesale,NZD,NXH382,21,5,11,3845.8,1653.694
SO - 0005907,1/28/2022,2/14/2022,27,Export,USD,NXH382,91,5,5,1045.2,533.052
SO - 0006409,1/28/2022,2/2/2022,41,Distributor,NZD,NXH382,28,5,12,3544.3,2020.251
SO - 0001947,1/29/2022,2/6/2022,46,Distributor,USD,NXH382,45,1,12,247.9,123.95
SO - 0003926,1/29/2022,2/9/2022,20,Wholesale,USD,NXH382,6,13,11,3993.2,1836.872
SO - 0005035,1/29/2022,2/4/2022,47,Distributor,NZD,NXH382,1,13,9,1755.4,1298.996
SO - 0006713,1/29/2022,2/4/2022,48,Distributor,USD,NXH382,26,11,11,2492.4,1246.2
SO - 0007467,1/29/2022,2/11/2022,45,Distributor,GBP,NXH382,92,11,8,1038.5,425.785
SO - 000101,1/30/2022,2/5/2022,15,Distributor,USD,NXH382,63,11,5,1963.1,1001.181
SO - 0001676,1/30/2022,2/8/2022,30,Distributor,NZD,NXH382,63,2,10,1842.5,1437.15
SO - 0002311,1/30/2022,2/10/2022,25,Wholesale,NZD,NXH382,64,7,7,1922.9,1519.091
SO - 0003904,1/30/2022,2/4/2022,42,Distributor,USD,NXH382,29,5,9,227.8,161.738
SO - 0004725,1/30/2022,2/10/2022,26,Wholesale,NZD,NXH382,25,5,10,1065.3,585.915
SO - 0005509,1/30/2022,2/15/2022,47,Export,USD,NXH382,86,9,11,2244.5,1705.82
SO - 0005552,1/30/2022,2/3/2022,19,Export,EUR,NXH382,100,1,7,3189.2,2647.036
SO - 0006209,1/30/2022,2/16/2022,37,Export,NZD,NXH382,36,2,6,3457.2,2938.62
SO - 0006416,1/30/2022,2/8/2022,22,Export,AUD,NXH382,82,9,12,864.3,579.081
SO - 0007618,1/30/2022,2/3/2022,50,Export,GBP,NXH382,1,13,8,2653.2,1167.408
SO - 0007746,1/30/2022,2/11/2022,2,Distributor,USD,NXH382,18,5,5,6210.9,2981.232
SO - 0001267,1/31/2022,2/10/2022,9,Export,NZD,NXH382,20,11,6,1005,854.25
SO - 0001761,1/31/2022,2/4/2022,29,Export,NZD,NXH382,49,7,6,2010,924.6
SO - 0001914,1/31/2022,2/17/2022,20,Distributor,USD,NXH382,74,11,6,3906.1,2421.782
SO - 0002735,1/31/2022,2/4/2022,8,Export,USD,NXH382,2,5,9,2318.2,1275.01
SO - 0002897,1/31/2022,2/6/2022,7,Distributor,GBP,NXH382,81,13,7,180.9,142.911
SO - 0003853,1/31/2022,2/12/2022,44,Distributor,NZD,NXH382,50,7,9,1809,1338.66
SO - 0004234,1/31/2022,2/18/2022,11,Wholesale,NZD,NXH382,37,11,6,1996.6,1257.858
SO - 0004271,1/31/2022,2/5/2022,41,Wholesale,USD,NXH382,39,10,11,1078.7,463.841
SO - 0004291,1/31/2022,2/18/2022,3,Wholesale,AUD,NXH382,15,3,7,991.6,525.548
SO - 0005860,1/31/2022,2/12/2022,36,Wholesale,NZD,NXH382,36,5,11,241.2,161.604
SO - 0007901,1/31/2022,2/13/2022,40,Wholesale,EUR,NXH382,44,1,8,2318.2,1414.102
SO - 0008061,1/31/2022,2/14/2022,25,Wholesale,NZD,NXH382,47,13,12,1701.8,1191.26
SO - 0002644,2/1/2022,2/12/2022,18,Distributor,EUR,NXH382,26,9,9,3852.5,2504.125
SO - 0003264,2/1/2022,2/15/2022,3,Wholesale,NZD,NXH382,22,5,6,234.5,192.29
SO - 0006423,2/1/2022,2/10/2022,8,Wholesale,NZD,NXH382,57,1,7,2264.6,1789.034
SO - 0006450,2/1/2022,2/14/2022,40,Wholesale,NZD,NXH382,24,11,5,2572.8,1569.408
SO - 0007170,2/1/2022,2/11/2022,42,Wholesale,USD,NXH382,76,7,10,2894.4,1910.304
SO - 000110,2/2/2022,2/10/2022,33,Wholesale,NZD,NXH382,52,1,6,1956.4,1212.968
SO - 0002343,2/2/2022,2/9/2022,3,Wholesale,NZD,NXH382,50,9,12,3832.4,1724.58
SO - 0004644,2/2/2022,2/19/2022,8,Wholesale,NZD,NXH382,25,11,11,2586.2,1370.686
SO - 0005362,2/2/2022,2/11/2022,16,Export,NZD,NXH382,57,1,5,871,365.82
SO - 0005644,2/2/2022,2/6/2022,12,Wholesale,USD,NXH382,86,4,11,1185.9,794.553
SO - 0006179,2/2/2022,2/20/2022,2,Distributor,USD,NXH382,46,7,8,227.8,182.24
SO - 0001072,2/3/2022,2/18/2022,46,Export,NZD,NXH382,65,5,12,904.5,370.845
SO - 0002750,2/3/2022,2/16/2022,18,Wholesale,NZD,NXH382,79,1,10,2231.1,1316.349
SO - 0003731,2/3/2022,2/17/2022,46,Export,GBP,NXH382,18,7,11,1005,502.5
SO - 0005029,2/3/2022,2/16/2022,12,Distributor,NZD,NXH382,72,7,9,5480.6,4439.286
SO - 0006001,2/3/2022,2/6/2022,38,Distributor,EUR,NXH382,43,3,10,1889.4,1549.308
SO - 0006850,2/3/2022,2/11/2022,33,Wholesale,USD,NXH382,1,9,8,1695.1,1203.521
SO - 000462,2/4/2022,2/19/2022,24,Wholesale,USD,NXH382,12,12,8,1025.1,861.084
SO - 0005260,2/4/2022,2/17/2022,12,Export,USD,NXH382,43,9,11,2278,1070.66
SO - 0006443,2/4/2022,2/22/2022,6,Export,NZD,NXH382,97,7,10,254.6,175.674
SO - 0007057,2/4/2022,2/18/2022,20,Distributor,USD,NXH382,64,7,9,891.1,436.639
SO - 0007699,2/4/2022,2/11/2022,10,Export,NZD,NXH382,67,3,11,1139,945.37
SO - 000819,2/5/2022,2/22/2022,22,Export,NZD,NXH382,68,4,9,6445.4,3544.97
SO - 0001350,2/5/2022,2/20/2022,50,Export,USD,NXH382,79,10,8,187.6,121.94
SO - 0001468,2/5/2022,2/14/2022,33,Distributor,AUD,NXH382,73,11,11,984.9,787.92
SO - 0001962,2/5/2022,2/12/2022,5,Wholesale,NZD,NXH382,5,7,9,1051.9,757.368
SO - 0002204,2/5/2022,2/12/2022,49,Wholesale,USD,NXH382,86,11,12,207.7,141.236
SO - 0002738,2/5/2022,2/13/2022,20,Distributor,NZD,NXH382,54,7,6,864.3,371.649
SO - 0003723,2/5/2022,2/22/2022,1,Export,NZD,NXH382,84,13,12,1849.2,1312.932
SO - 0004626,2/5/2022,2/19/2022,39,Wholesale,EUR,NXH382,87,2,8,1011.7,455.265
SO - 0004941,2/5/2022,2/9/2022,31,Wholesale,GBP,NXH382,21,1,11,891.1,507.927
SO - 0005166,2/5/2022,2/11/2022,7,Wholesale,AUD,NXH382,31,2,7,1909.5,954.75
SO - 0007847,2/5/2022,2/23/2022,49,Distributor,NZD,NXH382,28,1,9,1058.6,582.23
SO - 000163,2/6/2022,2/20/2022,6,Wholesale,AUD,NXH382,50,7,8,1072,589.6
SO - 0002508,2/6/2022,2/9/2022,48,Distributor,EUR,NXH382,67,12,8,1802.3,1279.633
SO - 0002525,2/6/2022,2/23/2022,30,Wholesale,EUR,NXH382,13,13,5,3966.4,2816.144
SO - 0003174,2/6/2022,2/24/2022,6,Distributor,AUD,NXH382,57,7,11,6150.6,4920.48
SO - 0003246,2/6/2022,2/20/2022,19,Wholesale,EUR,NXH382,74,9,11,5246.1,3882.114
SO - 0004500,2/6/2022,2/9/2022,46,Export,USD,NXH382,92,7,7,1018.4,580.488
SO - 0006848,2/6/2022,2/24/2022,12,Wholesale,AUD,NXH382,69,6,9,790.6,672.01
SO - 000356,2/7/2022,2/16/2022,17,Wholesale,USD,NXH382,10,2,9,1748.7,1136.655
SO - 0001498,2/7/2022,2/19/2022,40,Distributor,USD,NXH382,67,8,6,2003.3,1522.508
SO - 0001926,2/7/2022,2/12/2022,21,Distributor,NZD,NXH382,77,2,9,1038.5,882.725
SO - 0002997,2/7/2022,2/13/2022,44,Wholesale,USD,NXH382,45,5,9,1956.4,1604.248
SO - 0003389,2/7/2022,2/23/2022,29,Wholesale,EUR,NXH382,14,14,12,2485.7,1615.705
SO - 0003477,2/7/2022,2/19/2022,1,Export,USD,NXH382,83,7,12,1092.1,633.418
SO - 0003745,2/7/2022,2/12/2022,31,Wholesale,AUD,NXH382,68,6,10,971.5,417.745
SO - 0003924,2/7/2022,2/23/2022,9,Wholesale,NZD,NXH382,82,1,6,1132.3,486.889
SO - 0003937,2/7/2022,2/24/2022,5,Export,NZD,NXH382,1,7,8,5601.2,2296.492
SO - 0004599,2/7/2022,2/11/2022,12,Distributor,NZD,NXH382,58,1,10,2003.3,1522.508
SO - 0005030,2/7/2022,2/14/2022,4,Export,GBP,NXH382,62,2,5,3953,2688.04
SO - 0005262,2/7/2022,2/21/2022,7,Wholesale,NZD,NXH382,70,3,6,5098.7,4180.934
SO - 0005465,2/7/2022,2/14/2022,27,Export,USD,NXH382,53,7,12,1159.1,822.961
SO - 0007707,2/7/2022,2/15/2022,27,Wholesale,AUD,NXH382,76,2,7,1715.2,926.208
SO - 000696,2/8/2022,2/15/2022,16,Distributor,USD,NXH382,13,1,11,3906.1,1835.867
SO - 0005496,2/8/2022,2/11/2022,42,Export,USD,NXH382,28,2,8,1963.1,1393.801
SO - 0005973,2/8/2022,2/16/2022,46,Distributor,USD,NXH382,73,8,12,3229.4,1453.23
SO - 0006564,2/8/2022,2/22/2022,49,Wholesale,USD,NXH382,57,7,7,2626.4,1339.464
SO - 000344,2/9/2022,2/27/2022,4,Export,USD,NXH382,66,14,8,1139,660.62
SO - 000770,2/9/2022,2/25/2022,13,Export,AUD,NXH382,1,1,10,783.9,313.56
SO - 0002814,2/9/2022,2/15/2022,5,Wholesale,USD,NXH382,82,7,7,1701.8,748.792
SO - 0003031,2/9/2022,2/21/2022,47,Wholesale,USD,NXH382,73,7,12,254.6,180.766
SO - 0005624,2/9/2022,2/21/2022,18,Wholesale,USD,NXH382,16,7,8,1005,713.55
SO - 0006367,2/9/2022,2/12/2022,23,Wholesale,GBP,NXH382,88,2,11,783.9,399.789
SO - 0007401,2/9/2022,2/14/2022,28,Wholesale,NZD,NXH382,37,2,12,1715.2,874.752
SO - 0007799,2/9/2022,2/23/2022,13,Export,USD,NXH382,83,2,10,1112.2,633.954
SO - 0001421,2/10/2022,2/21/2022,8,Distributor,EUR,NXH382,87,2,7,1132.3,905.84
SO - 0001643,2/10/2022,2/21/2022,42,Distributor,EUR,NXH382,96,9,12,1219.4,865.774
SO - 0002446,2/10/2022,2/26/2022,36,Export,USD,NXH382,77,11,8,1715.2,891.904
SO - 0002700,2/10/2022,2/28/2022,36,Export,NZD,NXH382,2,1,12,2345,1289.75
SO - 0005713,2/10/2022,2/24/2022,22,Wholesale,USD,NXH382,44,7,12,2391.9,1387.302
SO - 0005910,2/10/2022,2/26/2022,22,Wholesale,NZD,NXH382,12,14,8,6552.6,3866.034
SO - 0006750,2/10/2022,2/23/2022,37,Wholesale,AUD,NXH382,93,2,12,1775.5,1083.055
SO - 0007388,2/10/2022,2/25/2022,43,Export,USD,NXH382,86,14,9,3142.3,1445.458
SO - 0008039,2/10/2022,2/28/2022,33,Export,EUR,NXH382,23,13,12,837.5,711.875
SO - 0008060,2/10/2022,2/19/2022,8,Wholesale,USD,NXH382,9,7,8,1065.3,617.874
SO - 000898,2/11/2022,2/21/2022,9,Distributor,NZD,NXH382,24,1,5,690.1,338.149
SO - 0002028,2/11/2022,2/19/2022,1,Wholesale,NZD,NXH382,48,2,11,817.4,335.134
SO - 0002496,2/11/2022,2/17/2022,28,Distributor,NZD,NXH382,90,7,6,2532.6,2102.058
SO - 0005779,2/11/2022,2/16/2022,19,Wholesale,USD,NXH382,70,1,7,1018.4,814.72
SO - 0004893,2/12/2022,2/22/2022,11,Wholesale,AUD,NXH382,79,5,8,3376.8,1857.24
SO - 0006083,2/12/2022,2/24/2022,23,Export,AUD,NXH382,98,13,12,6365,4582.8
SO - 0007645,2/12/2022,2/18/2022,49,Distributor,USD,NXH382,24,7,7,1252.9,764.269
SO - 0007795,2/12/2022,2/23/2022,24,Wholesale,GBP,NXH382,40,7,10,1105.5,840.18
SO - 000702,2/13/2022,2/18/2022,23,Distributor,NZD,NXH382,77,12,10,3859.2,2045.376
SO - 0001009,2/13/2022,2/16/2022,3,Wholesale,EUR,NXH382,5,11,10,3289.7,1875.129
SO - 0001457,2/13/2022,2/28/2022,39,Export,NZD,NXH382,24,11,6,1293.1,685.343
SO - 0001871,2/13/2022,3/1/2022,14,Wholesale,GBP,NXH382,3,11,7,904.5,732.645
SO - 0003863,2/13/2022,2/16/2022,22,Wholesale,NZD,NXH382,23,11,5,241.2,96.48
SO - 0005406,2/13/2022,2/24/2022,27,Distributor,USD,NXH382,86,11,10,2278,1526.26
SO - 0006779,2/13/2022,2/24/2022,26,Wholesale,USD,NXH382,43,1,8,1681.7,706.314
SO - 0006999,2/13/2022,2/21/2022,32,Distributor,USD,NXH382,83,5,12,917.9,780.215
SO - 000736,2/14/2022,2/24/2022,7,Wholesale,USD,NXH382,1,2,10,1728.6,1158.162
SO - 0001974,2/14/2022,2/27/2022,44,Wholesale,AUD,NXH382,23,9,8,1005,723.6
SO - 0002553,2/14/2022,2/28/2022,39,Export,USD,NXH382,43,7,9,1085.4,890.028
SO - 0003122,2/14/2022,2/21/2022,25,Wholesale,AUD,NXH382,71,1,9,1983.2,1685.72
SO - 0004044,2/14/2022,2/23/2022,4,Wholesale,USD,NXH382,94,11,5,1092.1,469.603
SO - 0004337,2/14/2022,2/17/2022,42,Export,NZD,NXH382,99,9,12,1065.3,767.016
SO - 0004739,2/14/2022,2/24/2022,5,Distributor,USD,NXH382,82,2,7,1996.6,1337.722
SO - 0004981,2/14/2022,2/21/2022,24,Wholesale,USD,NXH382,78,13,9,1065.3,521.997
SO - 0007416,2/14/2022,3/2/2022,15,Distributor,USD,NXH382,28,7,5,3953,1699.79
SO - 0007786,2/14/2022,2/24/2022,43,Distributor,USD,NXH382,63,9,6,1755.4,1456.982
SO - 000681,2/15/2022,2/21/2022,39,Wholesale,NZD,NXH382,19,4,10,194.3,136.01
SO - 0001379,2/15/2022,3/3/2022,27,Wholesale,AUD,NXH382,7,1,7,2680,2170.8
SO - 0006151,2/15/2022,2/22/2022,42,Wholesale,AUD,NXH382,45,7,7,3798.9,2583.252
SO - 0006345,2/15/2022,3/3/2022,27,Export,GBP,NXH382,19,5,6,1072,503.84
SO - 0006431,2/15/2022,2/27/2022,21,Wholesale,AUD,NXH382,47,5,5,1829.1,1207.206
SO - 000298,2/16/2022,2/24/2022,24,Distributor,GBP,NXH382,60,13,8,3899.4,2027.688
SO - 0002544,2/16/2022,2/21/2022,19,Wholesale,GBP,NXH382,100,2,6,1239.5,1028.785
SO - 0002724,2/16/2022,2/21/2022,12,Wholesale,USD,NXH382,41,1,5,234.5,117.25
SO - 0004368,2/16/2022,2/23/2022,8,Distributor,USD,NXH382,52,5,8,3839.1,1996.332
SO - 0005705,2/16/2022,2/25/2022,37,Wholesale,NZD,NXH382,61,1,10,1963.1,863.764
SO - 0007404,2/16/2022,3/1/2022,4,Wholesale,USD,NXH382,74,7,9,5936.2,3561.72
SO - 0007491,2/16/2022,2/23/2022,24,Wholesale,NZD,NXH382,10,2,9,2412,1664.28
